-1, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0.8, 1, 
-1, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0.8, 1, 
-1, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0.8, 1, 
-1, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0.8, 1, 
-1, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0.8, 1, 
-1, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0.8, 1, 
-1, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0.8, 1, 
-1, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0.8, 1, 
-1, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0.8, 1, 
-1, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0.8, 1, 
-1, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0.8, 1, 
-1, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0.8, 1, 
-1, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0.8, 1, 
-1, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0.8, 1, 
-1, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0.8, 1, 
-1, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0.8, 1, 
-1, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0.8, 1, 
-1, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0.8, 1, 
-1, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0.8, 1, 
-1, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0.8, 1, 
-1, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0.8, 1, 
-1, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0.8, 1, 
-1, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0.8, 1, 
-1, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0.8, 1, 
-1, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0.8, 1, 
-1, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0.8, 1, 
-1, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0.8, 1, 
-1, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0.8, 1, 
-1, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0.8, 1, 
-1, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0.8, 1, 
-0.9996268, 0.02729752, 0.0009921594, 0, 0.0003668079, 0.04973295, -0.9987626, 0, -0.02731309, -0.9983892, -0.04972442, 0, -0.006062967, -0.007995144, 0.8084321, 1, 
-0.9990811, 0.02912703, -0.03144806, 0, 0.0338651, 0.08659022, -0.9956681, 0, -0.02627775, -0.9958178, -0.08749706, 0, -0.008478405, -0.01125579, 0.8141652, 1, 
-0.9987819, 0.02785416, -0.04073287, 0, 0.04352972, 0.1085404, -0.9931382, 0, -0.02324187, -0.9937016, -0.1096207, 0, -0.01001405, -0.01181648, 0.8163655, 1, 
-0.9990552, 0.01569755, -0.040525, 0, 0.04213702, 0.1216304, -0.9916804, 0, -0.01063788, -0.9924508, -0.1221769, 0, -0.01040396, -0.0141883, 0.8266153, 1, 
-0.999347, 0.0172015, -0.03176641, 0, 0.03372021, 0.1287187, -0.9911078, 0, -0.0129596, -0.9915316, -0.1292146, 0, -0.01199353, -0.01517829, 0.8323693, 1, 
-0.9985079, 0.01978454, -0.05089158, 0, 0.05302202, 0.1287274, -0.990262, 0, -0.01304073, -0.9914823, -0.1295842, 0, -0.01322212, -0.01536921, 0.8367681, 1, 
-0.9986202, 0.009133688, -0.05170869, 0, 0.05250083, 0.1560239, -0.9863573, 0, -0.0009412844, -0.9877107, -0.156288, 0, -0.01159829, -0.01767416, 0.8289613, 1, 
-0.9986919, 0.01101341, -0.049925, 0, 0.05105617, 0.1640295, -0.9851334, 0, -0.002660486, -0.9863937, -0.1643773, 0, -0.01096116, -0.01809979, 0.8287535, 1, 
-0.9987019, 0.02219533, -0.04583652, 0, 0.04893916, 0.1692165, -0.9843629, 0, -0.01409195, -0.9853289, -0.1700832, 0, -0.01210237, -0.01792882, 0.8304112, 1, 
-0.9987385, 0.02903268, -0.04095774, 0, 0.04499234, 0.1556522, -0.9867864, 0, -0.02227388, -0.9873852, -0.1567621, 0, -0.01326573, -0.01771439, 0.8330004, 1, 
-0.9987892, 0.02884354, -0.03984472, 0, 0.04379143, 0.1524917, -0.9873333, 0, -0.02240221, -0.9878835, -0.1535702, 0, -0.01339789, -0.01774747, 0.8333426, 1, 
-0.9980034, 0.002197183, -0.06311541, 0, 0.06271651, 0.1518628, -0.9864089, 0, 0.007417583, -0.9883991, -0.1516975, 0, -0.01143127, -0.01816782, 0.8305762, 1, 
-0.9955728, -0.0001893663, -0.09398602, 0, 0.09255762, 0.171716, -0.9807879, 0, 0.01632466, -0.9851469, -0.1709384, 0, -0.01316516, -0.01937995, 0.8317097, 1, 
-0.9949898, 0.0008060064, -0.09996462, 0, 0.09881368, 0.1594423, -0.9822482, 0, 0.01514692, -0.9872079, -0.1587234, 0, -0.01304114, -0.01899198, 0.8331352, 1, 
-0.9948184, -0.005282635, -0.1015235, 0, 0.09931954, 0.1625888, -0.9816815, 0, 0.02169248, -0.9866807, -0.1612219, 0, -0.01233654, -0.01983842, 0.8342102, 1, 
-0.9941561, -0.00536941, -0.1078116, 0, 0.1051467, 0.1777769, -0.9784365, 0, 0.02442005, -0.9840574, -0.1761736, 0, -0.01346732, -0.02069249, 0.8308156, 1, 
-0.9949142, -0.008783437, -0.1003349, 0, 0.0969727, 0.1856212, -0.977824, 0, 0.02721295, -0.9825833, -0.1838256, 0, -0.01156979, -0.02180636, 0.833993, 1, 
-0.992299, -0.004218077, -0.1237895, 0, 0.1215828, 0.157645, -0.9799816, 0, 0.02364845, -0.987488, -0.1559184, 0, -0.0146854, -0.02061307, 0.8365849, 1, 
-0.9921542, -0.006382111, -0.1248503, 0, 0.1215594, 0.1838847, -0.9754017, 0, 0.02918318, -0.9829284, -0.1816664, 0, -0.01504378, -0.02165469, 0.840606, 1, 
-0.9933724, -0.00962585, -0.1145268, 0, 0.1108013, 0.1845024, -0.9765658, 0, 0.03053072, -0.9827863, -0.1822131, 0, -0.01476819, -0.0219063, 0.8460304, 1, 
-0.9901077, -0.005350251, -0.1401985, 0, 0.1398091, 0.04594152, -0.9891117, 0, 0.01173292, -0.998931, -0.04473916, 0, -0.01389634, -0.02029461, 0.853629, 1, 
-0.9856362, 0.004302073, -0.1688173, 0, 0.1688502, 0.009000152, -0.9856004, 0, -0.002720699, -0.9999517, -0.009597467, 0, -0.01364887, -0.01949285, 0.8648893, 1, 
-0.983067, -0.0002869167, -0.1832385, 0, 0.1830563, -0.04613914, -0.9820187, 0, -0.008172675, -0.9989366, 0.04541018, 0, -0.01427637, -0.01809761, 0.8715887, 1, 
-0.9857836, -0.002741809, -0.1679893, 0, 0.1678498, -0.05993412, -0.9839887, 0, -0.007370349, -0.9981999, 0.05954208, 0, -0.01460726, -0.0180471, 0.8763457, 1, 
-0.9864935, 0.01014217, -0.1634782, 0, 0.1621622, -0.07998841, -0.9835167, 0, -0.02305126, -0.9967455, 0.07726312, 0, -0.01614562, -0.01971332, 0.890611, 1, 
-0.9852181, 0.01759276, -0.1703902, 0, 0.1671175, -0.1196453, -0.9786503, 0, -0.03760345, -0.9926621, 0.1149365, 0, -0.0132824, -0.02011742, 0.891654, 1, 
-0.9880054, 0.01308499, -0.153853, 0, 0.151895, -0.09668347, -0.9836563, 0, -0.0277461, -0.9952302, 0.09353603, 0, -0.01406261, -0.02028734, 0.8942464, 1, 
-0.9881104, 0.01740186, -0.1527475, 0, 0.1495521, -0.1214005, -0.9812724, 0, -0.03561951, -0.992452, 0.1173544, 0, -0.01417776, -0.02005502, 0.8945448, 1, 
-0.9888905, 0.01302396, -0.1480636, 0, 0.1459282, -0.1041793, -0.9837942, 0, -0.028238, -0.9944742, 0.1011211, 0, -0.01394142, -0.02003048, 0.8920627, 1, 
-0.9830699, 0.0202644, -0.1821008, 0, 0.1776106, -0.1387437, -0.9742712, 0, -0.04500826, -0.9901222, 0.1327953, 0, -0.01519431, -0.02064766, 0.9017333, 1, 
-0.9866674, 0.01757665, -0.1617902, 0, 0.1575878, -0.1450277, -0.9767972, 0, -0.04063279, -0.9892728, 0.140324, 0, -0.0154477, -0.02087648, 0.9021372, 1, 
-0.9839681, 0.01744167, -0.1774848, 0, 0.172175, -0.1664923, -0.9708945, 0, -0.04648371, -0.9858894, 0.1608197, 0, -0.01522418, -0.02058742, 0.9032958, 1, 
-0.9866018, 0.01689209, -0.1622644, 0, 0.15718, -0.1679877, -0.9731776, 0, -0.04369726, -0.9856452, 0.1630815, 0, -0.01502245, -0.02008012, 0.9042925, 1, 
